Tweet,Affect Dimension,Tweet_lema
It's such a strange juxtaposition of emotions. A sense of euphoria but a sense of out most despair.,0,strange juxtaposition emotions sense euphoria sense despair
Afridi !!! 100 off 42 !! #mad,0,afridi 100 42 mad
@virtualalien there are more #frightening things in life\n\n#BeyondTheSphereOfReasonableDoubt,0,frightening thing lifennbeyondthesphereofreasonabledoubt
So @Ryanair site crashes everytime I try to book - how do they help? Tell me there's nothing wrong &amp; hang up #furious #helpless @SimonCalder,0,site crash everytime try book help tell nothing wrong andamp hang furious helpless
"Beware the wrath of an angry, frustrated, #agile grandma with a network. ðµð¼ð¡ I'm just sayin'. #objectlesson",0,beware wrath angry frustrated agile grandma network sayin objectlesson
#anxious don't know why ................. #worry ð¶ slowly going #mad hahahahahahahahaha,0,anxious know worry slowly go mad hahahahahahahahaha
work is going to kill me and 5 o'clock is nowhere near ð,0,work go kill 5 clock nowhere near
Migraine hangover has to be the worst thing ever ð£ #burst,0,migraine hangover bad thing ever burst
Each and every time I log on to that website to view the Lindsey Vonn pics I am #saddened by the courseness of our culture.,0,every time log website view lindsey vonn pic sadden courseness culture
@theAliceRoberts @FryRsquared @AdamRutherford They've obviously never tried 'repressing' a red head #fiery,0,obviously never try repressing red head fiery
I'm sorry but also...fuck you #currentfeels #anger #bpd #eupd #borderliner #mentalhealth #anxiety #depression #confused,0,sorry alsofuck currentfeels anger bpd eupd borderliner mentalhealth anxiety depression confuse
"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... ð§",0,go bed 130 fell asleep niece start cry 4 dying
@washingtonpost @silvajanes How awful!!!!!!,0,awful
"If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE",0,sit back watch andamp listen every andamp member quickly learn victimhood racism andamp hatred wake
"@RanaAyyub @rajnathsingh Oh, hidden revenge and anger...I rememberthe time,she rebutted you.",0,oh hidden revenge angeri rememberthe timeshe rebut
Some 'friends' get bitter when it seems your life is moving better than theirs.,0,friends bitter seem life move good
I swear to god my husband is gonna get us murdered by someone with road rage because he drives like he's in the Indy 500,0,swear god husband gonna u murder someone road rage drive like indy 500
When did it all started? All these depression &amp; anxiety shits?All these suicide thoughts?All of these bad thoughts thts hugging me at night?,0,started depression andamp anxiety shitsall suicide thoughtsall bad thought thts hug night
@MikeAndMike @Buster_ESPN if you get time.. @Orioles buyers it sellers or what are we going to do!!?! #panic,0,time buyer sellers go panic
I wish EVERYONE could see how #MSNBC #CNN talked over trumps speech.  You ALL should be ashamed of the along with the sheep followers. ,0,wish everyone could see msnbc cnn talk trump speech ashamed along sheep followers
and i shouldve cut them off the moment i started hurting myself over them :o,0,shouldve cut moment start hurt
"@LeahRemini  A 'religion' that pushes people to suicide, and punishes you for doing the right thing?? #heartbreaking",0,religion push people suicide punishes right thing heartbreaking
I'm soooo annoyed. Wait to start my morning.,0,annoyed wait start morning
if not then #teamchristine bc all tana has done is provoke her by tweeting shady shit and trying to be a hard bitch begging for a fight,0,teamchristine bc tana provoke tweet shady shit try hard bitch begging fight
Perks of having that shit: I lost a friend somewhere along in the bitterness,0,perk shit lose friend somewhere along bitterness
Time to #impeachtrump . He is #crazy #mentally #sick and spews #hatred . #America is in trouble with him having #access to #nuclearcodes ðð,0,time impeachtrump crazy mentally sick spews hatred america trouble access nuclearcodes
"Had frustration dream that left me utterly f**king furious. Plus side: so angry couldn't sleep, wrote 1500 words. Minus side: still raging!",0,frustration dream leave utterly fking furious plus side angry could sleep write 1500 words minus side still raging
"@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed",0,love online order drama horrible hold music bit shopping induced headache annoy
@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,0,shut hashtags cool offend
it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,0,fuck irate jesus nobody call ppl like hajime abusive stop strawman lmao
@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,0,tell racist bigot always resort insult fag like bad racist bigot
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I ð #bitter #soreloser,0,cannot come muma 60th 25k tweet bitter soreloser
Lol little things like that make me so angry x,0,lol little thing like angry x
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0,outrage party nominate lying corrupt person receive donation nation support terror
I swear I got anger issues but my heart big AF...,0,swear anger issue heart big af
This is a joke @SomersetCCC #fuming,0,joke fuming
I just love it when people make plans for me without actually including me in this process #rage,0,love people plan without actually include process rage
@OstinOng YUUUHH ðð­ plus clin ep and prevmed ugghhh hahaha #bitter,0,yuhh plus clin ep prevmed uggh hahaha bitter
@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,0,king insult intelligence black community people thinking
@Arsenal Giroud's beard is making me angry.,0,girouds beard angry
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,0,ill honest hope annoy southern bint look pout go week selasi ftw
Me and these burns that I pick up off the pitches don't get on at all like ð¢ð¢ #sting,0,burn pick pitch like sting
ICQ is just making me mad!!!ð¤ #icq #angry,0,icq mad icq angry
"If angry, bash out your frustration on the pastry #GBBO",0,angry bash frustration pastry gbbo
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,0,straight people even arse straight guy think mean threesome fine angry fuming
@Dak2future decorations are up all over Jersey already #outrage,0,decoration jersey already outrage
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",0,vanity sizesnow size sxsevenxxs sometimes big fuck dear corporate jerks lithuania need rant angry
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",0,ultimately keithscott man hand arrest warrant know enough cause outrage
I genuinely think I have anger issues,0,genuinely think anger issue
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",0,lost want see eyes hungary huffed cross arms look away angrily
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",0,scorpios withdraw quiet place hurt think plan sting back
I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,0,see endnin bitter tragedynill give spendnand give nothing back
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,0,complain time wonder people never want see acc rile stfu
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",0,everything see american police training seem calculate trample human dignity inflame outrage escalate confrontations
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,0,wanna kill destroy want die want flint back emo scene fuck die hatered
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,0,3 day later order even postcode
